l_name,email,f_name,age,salary,height,interest,country,is_dirty
Boers,poly.edu,Feipei,25,53244,164,Travelling,Guatemala,0
Miczo,imag.fr,Francesco,34,51471,169,Poker,Serbia,0
Gracco,ufl.edu,Boonserm,25,59576,172,Sculpting,Latvia,0
Schuller,sds.no,Midori,18,57435,181,Painting,Slovenia,0
Mistelberger,computer.org,Nenna,18,61648,168,Skating,Philippines,0
Gevinti,uga.edu,Ramya,34,47695,160,Travelling,Congo,0
Salvato,earthlink.net,Wagdy,20,69523,176,Skating,Korea South,0
Feierbach,hitachi.com,Guhan,52,54485,155,Swimming,Israel,0
Weymouth,pi.it,Teruhisa,32,67019,190,Blogging,South Sudan,0
Yeom,poznan.pl,Geereddy,52,53357,162,Swimming,Cyprus,0
Kornatzky,twsu.edu,Akihiro,18,31418,164,Travelling,Marshall Islands,0
Thoresen,poly.edu,Patricia,31,42277,172,Reading,Macedonia,0
Esteves,verity.com,Isabella,26,62009,166,Guitar,Barbados,0
Whitener,csufresno.edu,Nawaaz,43,26959,175,Photography,Somalia,0
Dondis,compaq.com,Volkhard,57,63492,161,Volleyball,Egypt,0
Baya,umich.edu,Lazaros,38,41999,155,Soccer,Ivory Coast,0
Rusterholz,ac.jp,Kahlil,41,56591,173,Swimming,Belgium,0
Puhalskii,compaq.com,Gianni,44,57716,158,Drawing,Georgia,0
Rozin,co.in,Vinton,41,49075,174,Running,Portugal,0
Heering,smu.edu,Noha,54,61387,173,Singing,East Timor,0
Berthiaume,savera.com,Rhan,18,49908,173,Drums,Nigeria,0
Kailath,edu.sg,Roddy,32,36148,158,Reading,United Kingdom,0
Kameda,co.jp,Jeremy,42,61747,159,Painting,Bahrain,0
Krymolowski,cnr.it,Sreenath,42,47646,184,Programming,Eritrea,0
Yezerski,cti.gr,Deane,25,56867,166,Swimming,Switzerland,0
Lung,indiana.edu,Atsushi,18,47150,165,Poker,Korea South,0
Suchak,gte.com,Cathie,30,50617,155,Drums,Vietnam,0
Dashofy,uwaterloo.ca,Gagan,18,54701,161,Swimming,Korea South,0
Marchuk,fernuni-hagen.de,Enver,18,38658,158,Drawing,India,0
Adelstein,evergreen.edu,Cuneyt,18,56218,172,Hockey,Kiribati,0
Henriksson,du.edu,Kejun,28,44251,178,Photography,Russian Federation,0
Smalley,ab.ca,Abdelhak,43,61653,162,Running,Belgium,0
Szepesvari,smu.edu,Muneo,18,59502,171,Drawing,Pakistan,0
Bal,prc.com,Simonetta,33,44221,177,Travelling,Namibia,0
Naccarato,gte.com,Viswanath,20,33306,170,Programming,Sao Tome and Principe,0
Mankoff,llnl.gov,Padmavathi,56,71441,174,Poker,Gabon,0
Meeson,du.edu,Faris,30,42373,167,Volleyball,Micronesia,0
Kunkdelmann,utexas.edu,Amane,43,50508,169,Travelling,Czech Republic,0
Sridhar,sleepycat.com,Iasson,33,57846,157,Blogging,Belgium,0
Yuval,ucf.edu,Vishwa,30,66208,183,Programming,Ivory Coast,0
Holsheimer,monmouth.edu,Cohavit,23,55286,200,Photography,Norway,0
Palfreyman,ucla.edu,Hermina,20,53839,174,Reading,Dominica,0
Arguello,co.jp,Raid,30,61427,175,Volleyball,Norway,0
Leake,ualberta.ca,Hongbo,18,50322,161,Singing,Marshall Islands,0
Eisinger,zambeel.com,Diann,18,59338,169,Tennis,Sudan,0
Gurd,microsoft.com,Shay,18,50958,177,Swimming,Greece,0
Benois,cohera.com,Zigmantas,18,37831,159,Drawing,Haiti,0
Szpakowicz,wisc.edu,Hoang,18,44415,176,Drawing,Czech Republic,0
Besancenot,labs.com,Jiwen,18,51866,168,Skating,Palau,0
Kocis,uwindsor.ca,Nirina,18,46064,168,Soccer,Guinea,0
Eldridge,cohera.com,Elie,43,37537,169,Running,Luxembourg,0
Bergevin,msn.com,Xiuping,28,50111,155,Piano,Comoros,0
Tsotsos,ucdavis.edu,Eskinder,35,59956,181,Hockey,Macedonia,0
Nogi,uni-mb.si,Budak,24,39745,158,Skating,Estonia,0
Merico,uni-mannheim.de,Rajaraman,38,44347,160,Writing,Cuba,0
Galiana,brandeis.edu,Dibyendu,18,44047,164,Guitar,Malawi,0
Fouchal,ufl.edu,Shikharesh,18,50548,167,Programming,Thailand,0
Dave,edu.cn,Yanxi,25,57367,184,Running,Saint Vincent and the Grenadines,0
Savaria,uni-mannheim.de,Nagesh,22,46868,156,Drums,Benin,0
Wiggert,ubs.com,Mooi,49,41005,169,Swimming,Costa Rica,0
Plantinga,panasonic.com,Sakti,44,49213,175,Programming,Peru,0
Mallgren,washington.edu,Erica,36,50386,169,Poker,Norway,0
Greenwald,computer.org,Hirotsugu,18,52779,158,Soccer,Mauritius,0
Karlapalem,forwiss.de,Parimal,38,42756,171,Skating,Ethiopia,0
Behrendt,cohera.com,Petko,25,21886,172,Poker,Oman,0
Peyre,intersys.com,Rong,39,45886,176,Photography,Oman,0
Deen,inria.fr,Serafim,44,44684,195,Photography,Yemen,0
Gerlach,bell-labs.com,Corey,18,60239,163,Volleyball,Suriname,0
Kleiser,ac.kr,Chinya,19,46885,155,Hockey,Latvia,0
Vanderbilt,uga.edu,Cesar,28,50880,179,Guitar,United States,0
Krinik,emc.com,Maurelio,30,59095,175,Swimming,Greece,0
Borchering,ubs.com,Rosangela,37,61109,169,Skating,United States,0
Lubarsky,nwu.edu,Zahia,28,43137,168,Volleyball,Saudi Arabia,0
Teruel,pi.it,Ganapathy,18,44830,168,Programming,Andorra,0
Kubica,auc.dk,Zachary,18,66769,164,Skating,San Marino,0
Thiran,uga.edu,Keri,25,50607,160,Running,Djibouti,0
Demeyer,sbphrd.com,Tesuro,19,47162,169,Cinema,Niger,0
Suleiman,umd.edu,Andisheh,40,32665,165,Football,Macedonia,0
Deemter,utexas.edu,Yoram,28,66803,155,Writing,Kosovo,0
Baudin,ust.hk,Markos,20,44581,168,Painting,Bosnia Herzegovina,0
Leroudier,pi.it,Bokyung,25,49986,177,Painting,Palau,0
Pulkowski,informix.com,Apostol,27,48499,178,Drawing,Kenya,0
Gunderson,auth.gr,Waseem,33,45208,169,Running,St Lucia,0
Wiil,nwu.edu,Vitaly,37,58754,174,Skating,Congo,0
Taki,arizona.edu,Suhir,40,45811,162,Running,Tanzania,0
Sevcikova,ucsd.edu,Zhongwei,44,47641,159,Poker,Uruguay,0
Rauscher,poznan.pl,Rachael,33,56830,197,Painting,Afghanistan,0
Brattka,unbc.ca,Val,30,43966,180,Tennis,Gambia,0
Weatherford,tue.nl,Einar,18,46905,175,Photography,Lebanon,0
Stemann,purdue.edu,Betty,23,68867,184,Skating,Canada,0
Serconek,wpi.edu,Leucio,39,47065,155,Volleyball,Norway,0
Faron,purdue.edu,Romesh,38,58728,163,Singing,Guinea-Bissau,0
Herberle,broadquest.com,Reidar,31,42410,191,Travelling,Eritrea,0
Carletta,njit.edu,Yongmao,43,62773,164,Drums,Fiji,0
Lakshmanan,cwi.nl,Gwangyong,19,52351,175,Drums,Poland,0
Wahba,broadquest.com,Andrzej,32,39198,163,Singing,Iceland,0
Loffredo,okcu.edu,Zhengping,45,49035,171,Photography,Bulgaria,0
Gool,earthlink.net,Torbjorn,31,33861,155,Programming,Bulgaria,0
Despeyroux,ou.edu,Yde,58,39484,157,Hockey,Czech Republic,0
Masden,uic.edu,Frederique,27,50233,168,Blogging,Russian Federation,0
Spinrad,ac.at,Heggere,33,31846,159,Skating,Turkmenistan,0
Pathak,ucr.edu,Lulu,42,58277,175,Skating,Libya,0
Bertelrud,oracle.com,Yasusi,18,38010,156,Writing,Jamaica,0
Gurk,ucla.edu,Kwang,53,49177,155,Poker,Benin,0
Kameny,ucr.edu,Eliseu,24,70950,185,Tennis,Marshall Islands,0
Ramanna,panasonic.com,Alois,22,57712,172,Writing,Ethiopia,0
Balcer,uic.edu,Rose,29,58944,173,Soccer,Liechtenstein,0
Rene,gatech.edu,Toyoaki,22,45259,161,Travelling,Mongolia,0
Kader,cmu.edu,Ayman,30,62692,166,Guitar,Armenia,0
Hacken,yahoo.com,Devin,23,56186,179,Drums,Benin,0
Ashman,sds.no,Wolfgang,42,47904,178,Football,Zimbabwe,0
Duong,baylor.edu,Suneel,18,63817,176,Drawing,Marshall Islands,0
Leguy,compaq.com,Jongmoo,18,48429,155,Reading,Luxembourg,0
Delatizky,filelmaker.com,Tatsuro,37,20000,180,Soccer,Guyana,0
Bommel,ask.com,Karthikeyan,31,50456,171,Travelling,Mauritius,0
Nola,purdue.edu,Herb,28,51823,159,Painting,Costa Rica,0
Suorsa,uga.edu,Tetsuji,33,63371,158,Running,Sri Lanka,0
Rane,ul.pt,Tuomas,50,49475,161,Skating,Moldova,0
McWilliams,ucd.ie,Tsutomu,18,47377,175,Tennis,Guinea,0
Pottosin,telcordia.com,Nobuyasu,21,52698,165,Drums,Guatemala,0
Touretzky,conclusivestrategies.com,Phyllis,18,54609,166,Sculpting,Dominica,0
Cousins,wisc.edu,Heeseok,28,41170,177,Travelling,Cameroon,0
Mikschl,cmu.edu,Nicky,18,54118,169,Soccer,Cuba,0
Schloegel,ac.at,Marta,22,56300,174,Guitar,Oman,0
Mazzocca,unizh.ch,Ognian,28,41914,167,Guitar,Germany,0
Bien,telcordia.com,DooHyun,41,49959,173,Football,Cape Verde,0
Showalter,lucent.com,Lian,18,44479,182,Hockey,Croatia,0
Farrell,upenn.edu,Xinyao,18,42049,181,Basketball,Libya,0
Goes,mitre.org,Sadayoshi,42,36498,158,Blogging,Turkey,0
Rattan,msstate.edu,Zekeriya,35,58292,171,Travelling,Bahrain,0
Musikaev,cas.cz,Stanislaw,40,43878,165,Skating,Vietnam,0
Forti,hp.com,Reiner,42,67235,155,Swimming,South Africa,0
Crotty,sybase.com,Maylun,35,42451,170,Drums,Mauritania,0
Camps,indiana.edu,Yinan,49,56160,157,Photography,Egypt,0
Norsworthy,columbia.edu,Elben,18,48854,160,Painting,Uzbekistan,0
Micheaux,ernet.in,Kay,33,49574,169,Football,Denmark,0
Benjauthrit,uni-sb.de,Zhiqiang,26,66210,188,Programming,Canada,0
Yingchun,ucf.edu,Joakim,36,41457,168,Soccer,Botswana,0
Terlouw,csufresno.edu,Tzvi,42,57812,171,Hockey,Saint Vincent and the Grenadines,0
Aingworth,co.in,Khun,22,43398,168,Blogging,Haiti,0
Korczynski,ibm.com,Zhaoqian,26,27253,178,Volleyball,Uruguay,0
Fleck,unl.edu,Quingbo,24,41965,166,Swimming,Laos,0
Babel,uni-trier.de,Berndt,67,44626,155,Football,Tanzania,0
Reps,edu.au,Saumya,18,60061,155,Programming,Suriname,0
Cakir,imag.fr,Hongguang,37,35242,155,Cinema,Colombia,0
Raza,gmu.edu,Shuuji,31,48362,166,Guitar,Grenada,0
Day,sun.com,Hal,19,44549,168,Soccer,Trinidad and Tobago,0
Muzio,forwiss.de,Narasimha,18,53069,155,Swimming,Albania,0
Dain,cas.cz,Tetsuo,48,34601,177,Blogging,Panama,0
Aleksandrov,ask.com,Reimer,32,48309,163,Skating,St Kitts and Nevis,0
Speranza,yahoo.com,Hendra,36,38112,177,Cinema,Colombia,0
Piens,nwu.edu,Hironao,31,39869,155,Writing,Netherlands,0
Leinemann,pitt.edu,Cunsheng,41,55403,166,Painting,Mongolia,0
Blumberg,ab.ca,Darcy,23,35728,163,Guitar,Netherlands,0
Barroso,ac.at,Stacie,18,63862,164,Volleyball,Myanmar,0
Stougie,versata.com,Wojtek,33,47503,167,Poker,Jamaica,0
Wilharm,cabofalso.com,Panayotis,18,63271,169,Writing,Djibouti,0
Messmer,lucent.com,Shukri,64,40655,155,Sculpting,Cambodia,0
Jindal,pi.it,Sajoong,18,57219,159,Skating,Peru,0
Glowinski,cohera.com,Janice,28,34431,157,Writing,Moldova,0
Shiple,du.edu,Brant,18,68808,169,Basketball,Colombia,0
Heppler,cwi.nl,Ambuj,52,42702,163,Photography,St Kitts and Nevis,0
Cozza,propel.com,Lina,25,48986,182,Running,Egypt,0
Coyle,cwi.nl,Kayhan,52,39086,166,Drawing,Maldives,0
Kobler,auth.gr,Satyadeep,19,35028,158,Sculpting,Marshall Islands,0
Alshuth,unl.edu,Geppino,50,56480,178,Swimming,Iceland,0
Philipson,co.in,Friedbert,57,54538,171,Blogging,Angola,0
Partee,cnr.it,Ashih,42,46677,176,Volleyball,Guyana,0
Kleinholz,ucd.ie,Yoga,41,38663,163,Gaming,Belgium,0
Lukaszewicz,uta.edu,Hyeokman,44,56360,161,Running,Mauritania,0
Murtafg,uwindsor.ca,Rosmarie,50,53227,176,Football,Papua New Guinea,0
Baru,whizbang.com,Xiaoqiu,32,32331,175,Piano,Zimbabwe,0
Gulliver,co.in,Yifei,18,39436,161,Drawing,Ukraine,0
Cosoroaba,oracle.com,Jared,18,52712,194,Drums,Grenada,0
Pletch,bellatlantic.net,Toyohisa,54,60779,155,Writing,Latvia,0
Laske,concordia.ca,Josiah,27,35501,166,Poker,Malawi,0
Braden,columbia.edu,Somnath,77,53491,171,Blogging,Luxembourg,0
Wika,pi.it,Tosio,38,43260,165,Soccer,Belarus,0
Thalhammer,pi.it,Ilija,34,57764,168,Guitar,Armenia,0
Leith,utexas.edu,Uri,51,39280,188,Running,Bulgaria,0
Savaria,unizh.ch,Kumar,51,54609,156,Volleyball,Tanzania,0
Bentaleb,ogi.edu,Gautum,18,45932,179,Cinema,United Arab Emirates,0
Ouchi,duke.edu,Chian,38,68416,172,Football,Central African Rep,0
Dress,co.jp,Asham,44,56574,168,Tennis,Australia,0
Corso,imag.fr,Noach,35,65575,173,Programming,Norway,0
Melkman,yahoo.com,Ferdinando,43,54976,173,Gaming,Moldova,0
Slavenburg,prc.com,Melanie,22,59108,171,Blogging,Georgia,0
Malinowski,cti.gr,Shefali,18,67103,159,Photography,Mauritius,0
Halpern,concentric.net,Jahuda,21,38765,180,Blogging,Ivory Coast,0
Partove,unbc.ca,Kanchana,24,50715,179,Guitar,Ghana,0
Bena,airmail.net,Lea,27,64604,155,Cinema,Malawi,0
Stroustrup,ucdavis.edu,Leiming,42,43884,175,Photography,East Timor,0
Lienhardt,uqam.ca,Edisanter,25,54149,164,Poker,Guinea,0
Altshuler,usa.net,Visit,18,49045,187,Piano,Iceland,0
Mekaouche,conclusivestrategies.com,Guiseppe,52,44307,173,Football,Gabon,0
Palaniappan,rpi.edu,Curd,18,60753,171,Basketball,Finland,0
Drake,ibm.com,Gisbert,29,59287,176,Poker,Finland,0
Schlegel,unf.edu,Kiyonori,68,56864,166,Cinema,Argentina,0
Tomer,uni-freiburg.de,Arjen,29,54733,182,Travelling,Bosnia Herzegovina,0
Bruandet,wisc.edu,Thong,37,50395,185,Gaming,United Arab Emirates,0
Zirintsis,washington.edu,Youngmok,33,42687,179,Sculpting,United Arab Emirates,0
Vrijer,brown.edu,Tayloe,29,50687,164,Cinema,Japan,0
Cheriton,inria.fr,Jingyu,24,39722,165,Hockey,China,0
Bardell,unizh.ch,Hoi,19,43015,182,Soccer,Chad,0
McCrosky,cwru.edu,Kwangjo,41,46391,175,Programming,Burundi,0
Melton,uwindsor.ca,Alassane,18,56067,155,Singing,Senegal,0
Carli,duke.edu,Kiochi,40,50836,183,Volleyball,Iraq,0
Bittner,ucsd.edu,Becky,28,67143,177,Guitar,Botswana,0
Bartschi,computer.org,Magdy,36,46218,168,Cinema,Vanuatu,0
Pietsch,washington.edu,Adele,40,52653,174,Photography,Senegal,0
Kawabata,sunysb.edu,Ashih,30,63093,187,Tennis,Macedonia,0
Mukund,edu.au,Fun,48,51086,163,Singing,Burundi,0
Worland,crossgain.com,Jinjuan,18,47323,185,Football,Dominican Republic,0
Rioboo,ac.at,Asad,29,41763,155,Piano,Grenada,0
Arthur,infomix.com,Piercarlo,31,55637,155,Gaming,Slovakia,0
Malara,uiuc.edu,Fano,42,36590,164,Programming,Ghana,0
Ramarao,lucent.com,Kireeti,18,52676,162,Running,Morocco,0
Rispoli,sdsc.edu,Heekuck,48,49874,176,Cinema,Togo,0
Baig,ucf.edu,Kristi,58,43290,160,Running,East Timor,0
Flowers,arizona.edu,Takenobu,56,48771,172,Sculpting,Saudi Arabia,0
McCrossin,usa.net,Astro,29,40690,173,Football,Spain,0
Boucherie,monmouth.edu,Lofti,29,53489,167,Skating,Chad,0
Verbauwhede,telcordia.com,Brennan,33,56175,155,Poker,Croatia,0
Hettich,ernet.in,Demetrios,18,42321,169,Drawing,Japan,0
Dolken,evergreen.edu,Aristotle,42,63510,167,Sculpting,Yemen,0
Sipma,evergreen.edu,Cara,24,53165,162,Volleyball,Panama,0
Lagarias,savera.com,Guoren,18,31275,166,Guitar,Mauritania,0
Weller,gmu.edu,Efthimis,21,57809,156,Swimming,Lithuania,0
Hollenbeck,unizh.ch,Jeongyoujng,18,44586,169,Writing,Cuba,0
Tripakis,bellatlantic.net,Madan,38,38637,163,Singing,Hungary,0
Narahari,ac.uk,Kimmo,18,44925,166,Singing,Suriname,0
Buisson,mit.edu,Saleem,18,49402,161,Photography,East Timor,0
Bultermann,informix.com,Kazuho,36,56833,175,Travelling,Kazakhstan,0
Alm,lante.com,Aslam,67,44407,172,Basketball,Poland,0
Munos,uni-freiburg.de,Xue,37,37988,164,Swimming,Turkmenistan,0
Yamaashi,uni-mb.si,Jayson,20,41157,174,Skating,Tanzania,0
Habermehl,nyu.edu,Poorav,21,64011,166,Singing,Azerbaijan,0
Frisby,uni-muenchen.de,Vicenc,35,50224,165,Hockey,Canada,0
Andreassen,cnr.it,Bryony,42,44846,168,Swimming,Sweden,0
Roucairol,ac.uk,Gaofeng,21,67576,174,Swimming,Armenia,0
Ranft,unical.it,Leif,28,47839,156,Soccer,Slovakia,0
L'Ecuyer,smu.edu,Malay,46,41750,173,Guitar,Guinea-Bissau,0
Plesniewicz,ucsb.edu,Assaf,37,41960,170,Photography,Montenegro,0
Broom,cwru.edu,Geng,42,63904,180,Painting,United Arab Emirates,0
Diekema,umass.edu,Vladimir,18,45392,168,Soccer,Moldova,0
Rennels,compaq.com,Ziming,18,47832,168,Piano,Macedonia,0
Desautels,uni-marburg.de,Delbert,35,64854,164,Programming,Guinea-Bissau,0
Thisen,uga.edu,Sanpei,18,47917,166,Blogging,Jordan,0
Drabenstott,nwu.edu,Clenn,30,63142,169,Running,Guinea,0
Formenti,okcu.edu,Anca,40,47381,168,Photography,Fiji,0
Baar,sunysb.edu,Oktay,29,55480,158,Gaming,Republic of Ireland,0
Worner,neu.edu,Cenk,43,52960,180,Photography,Sudan,0
Nakatake,ucdavis.edu,Akshay,18,35665,167,Cinema,Georgia,0
Kwatra,washington.edu,Wilfried,40,38844,166,Travelling,Finland,0
Jenevein,gte.com,Xia,18,43406,177,Sculpting,Iraq,0
Bakhtiari,sdsc.edu,Leen,27,41955,175,Drums,Bangladesh,0
Kandori,umb.edu,Quanfeng,38,45725,165,Guitar,Benin,0
Galbiati,propel.com,Bakhadyr,62,46538,164,Running,Mali,0
Shanawa,ac.at,Bonggi,39,58271,163,Basketball,Bolivia,0
Togai,ask.com,Gro,24,47809,157,Photography,Saudi Arabia,0
Pardalos,umass.edu,Vinay,41,63503,166,Cinema,Dominica,0
Chaudry,ask.com,Vesselin,26,47035,167,Guitar,Sri Lanka,0
Katragadda,pitt.edu,Aniorte,45,64704,166,Programming,Brazil,0
Godskesen,cornell.edu,Lesley,26,51705,158,Basketball,Italy,0
Yamartino,gte.com,Penny,18,41006,167,Poker,Jordan,0
Yamauchi,unizh.ch,Gueesang,18,51468,155,Gaming,Norway,0
Plihon,oracle.com,Harriet,43,37258,176,Writing,Ecuador,0
Seinturier,uni-mannheim.de,Tryggve,43,53052,180,Blogging,Maldives,0
Tabah,ualberta.ca,Srihari,57,38588,155,Cinema,Japan,0
Vandenbroeck,sds.no,Mirjam,29,45854,173,Cinema,Jamaica,0
Tomescu,hp.com,Wilfredo,42,33101,167,Singing,Colombia,0
Goos,ul.pt,Mongi,37,67446,170,Skating,Norway,0
Ebcioglu,conclusivestrategies.com,Mathematics,18,51147,156,Programming,Peru,0
Pomykalski,cnr.it,Shanda,34,44256,164,Blogging,Guinea,0
Kasprzak,lri.fr,Torbjorn,18,38498,161,Programming,Mexico,0
Powers,bellatlantic.net,Florimond,18,51410,176,Blogging,Monaco,0
Stassinopoulos,gte.com,Tirza,18,54207,156,Basketball,Hungary,0
Fornaciari,sun.com,Paul,54,50135,155,Painting,Kuwait,0
Foyster,unizh.ch,Jennie,35,35756,155,Gaming,Senegal,0
Cooperstock,imag.fr,Jinhua,52,53120,171,Hockey,Iran,0
Yasugi,csufresno.edu,Sverrir,44,54826,167,Poker,Namibia,0
Bau,poly.edu,Valentina,37,58360,167,Gaming,Slovenia,0
Beun,uta.edu,Tiiu,18,55023,158,Reading,Central African Rep,0
Terplan,upenn.edu,Wafaa,24,53039,163,Photography,Trinidad and Tobago,0
Walinsky,informix.com,Peiya,48,60836,168,Running,Namibia,0
Peitgen,ucla.edu,Roji,58,67061,155,Writing,Grenada,0
Trevathan,unbc.ca,Hisao,43,64366,167,Poker,Russian Federation,0
Joseloff,bellatlantic.net,Gilles,34,50046,182,Volleyball,Qatar,0
Cypher,verity.com,Luk,24,55164,180,Poker,Sweden,0
Benkahla,ou.edu,Oktay,18,58641,159,Swimming,Burundi,0
Albarhamtoshy,berkeley.edu,Saroja,36,58562,173,Football,Spain,0
Getfert,rice.edu,Brigitte,21,32203,182,Skating,Andorra,0
Zapatrin,ac.be,Kazuo,26,48962,179,Guitar,Belgium,0
Stanney,memphis.edu,Baocai,26,59759,175,Writing,Moldova,0
Spinelli,savera.com,Fredeic,22,62649,179,Running,Micronesia,0
Koitz,ucd.ie,Arlette,18,66960,165,Programming,Burkina,0
Rinn,panasonic.com,Visalakshi,18,36275,179,Singing,Saudi Arabia,0
Hiltgen,ac.be,Parker,27,37408,176,Football,Iceland,0
Jumpertz,baylor.edu,Avraham,40,54054,162,Photography,Costa Rica,0
Lichnewsky,llnl.gov,Hongsing,46,67817,186,Swimming,Papua New Guinea,0
Sahidar,stanford.edu,Yukon,34,38621,169,Tennis,Saudi Arabia,0
Gohara,gmu.edu,Duminda,45,48937,173,Drawing,Netherlands,0
Kawashima,uni-sb.de,Bishnu,57,49064,163,Singing,Poland,0
Collier,ou.edu,Kacem,20,51531,177,Drums,Uzbekistan,0
Balboni,stanford.edu,Ashraf,20,45989,182,Drawing,Afghanistan,0
Willhoft,poznan.pl,Brandon,45,42405,172,Tennis,Turkey,0
Kleinman,filelmaker.com,Isambo,38,42139,155,Running,Nepal,0
Mulatero,ufl.edu,Ettore,28,58804,167,Drawing,Jamaica,0
Logrippo,compaq.com,Filiz,23,50488,162,Blogging,Cuba,0
Give'on,sleepycat.com,Hollie,32,66551,157,Singing,Kosovo,0
Thoresen,uwaterloo.ca,Kiyokuni,24,44192,170,Running,Korea North,0
Brookson,unl.edu,Marit,22,43849,173,Blogging,Costa Rica,0
Muhammad,uni-mannheim.de,Bennet,28,41454,170,Hockey,Kiribati,0
Yochum,poznan.pl,Marie,34,49807,164,Gaming,Swaziland,0
Hansgen,sybase.com,Rosangela,18,29943,161,Basketball,Iran,0
Priestley,unl.edu,Tomaoo,43,35665,178,Tennis,Vanuatu,0
Pitchumani,yahoo.com,Amokrane,18,41941,164,Drawing,Bulgaria,0
Kochetov,uni-mb.si,Raimonds,27,42427,187,Football,Laos,0
Heilandt,ucsd.edu,Avneesh,31,34077,175,Hockey,Turkmenistan,0
Bustard,poly.edu,Yukiko,24,48820,155,Photography,Taiwan,0
Bern,versata.com,Uldis,18,45811,161,Singing,Bahamas,0
Zizka,ucd.ie,Manvinder,21,44617,174,Sculpting,Jordan,0
Tzafestas,whizbang.com,Yongjoon,18,63177,164,Writing,Lesotho,0
Perrott,cmu.edu,Piernicola,18,54630,184,Football,Cape Verde,0
Falin,ucd.ie,Florentin,21,46988,157,Poker,Jordan,0
Pessaux,crossgain.com,Pierrette,18,58773,163,Painting,Belarus,0
Balakrishnan,cas.cz,Tosiyasu,40,27446,156,Photography,Panama,0
Yamagami,propel.com,Shijie,33,53665,166,Poker,Andorra,0
Alblas,fernuni-hagen.de,Wynn,26,51501,161,Hockey,Fiji,0
Kavi,csufresno.edu,Germain,18,63754,155,Drawing,Morocco,0
Piccoli,uiuc.edu,Qunsheng,31,47380,186,Photography,Finland,0
Matthes,hp.com,Yukuo,36,46365,170,Travelling,Algeria,0
Geiger,baylor.edu,Melvin,67,40288,167,Programming,China,0
Ashtaputre,mitre.org,Venkatraman,27,33799,171,Skating,Congo,0
Maamir,umass.edu,Kip,18,35950,155,Hockey,Cameroon,0
Stepoway,gatech.edu,Mitsushi,28,53858,161,Travelling,Liberia,0
Hofstetter,ualberta.ca,Quingzhou,39,59096,170,Soccer,Republic of Ireland,0
Oppliger,twsu.edu,Pavani,33,68945,159,Gaming,Taiwan,0
Falby,sfu.ca,Hyungjeong,43,52876,175,Singing,Kuwait,0
Siddall,lante.com,Masao,24,37102,161,Programming,Trinidad and Tobago,0
Viles,ucsb.edu,Nizam,43,33999,174,Travelling,Bangladesh,0
Gini,prc.com,Peeter,18,47762,156,Skating,Fiji,0
Skamoto,upenn.edu,Ramiro,39,52002,158,Cinema,Greece,0
Ramshaw,att.com,Xuejun,46,53103,165,Skating,Tunisia,0
Gorenstein,edu.sg,Claas,18,58243,164,Drums,Costa Rica,0
Mikki,uni-trier.de,Feipei,28,36063,155,Sculpting,Bulgaria,0
Sanidas,ab.ca,Othmar,37,52794,190,Photography,Mongolia,0
Llado,ucf.edu,Sangam,41,33736,185,Writing,Marshall Islands,0
Borowsky,twsu.edu,Jarir,54,45711,177,Basketball,Vietnam,0
Kapralski,neu.edu,Pekka,30,66020,171,Blogging,Bulgaria,0
Abdennadher,uregina.ca,Rajshekhar,35,39747,155,Hockey,Cyprus,0
Belkhatir,compaq.com,Jami,56,48100,175,Skating,Venezuela,0
Gini,uga.edu,Francky,41,47454,161,Writing,Djibouti,0
Bottreau,cmu.edu,Reinhard,36,69886,173,Photography,Palau,0
Goda,hitachi.com,Umeshwar,44,45074,163,Programming,Estonia,0
Mattern,memphis.edu,Prithviraj,18,45850,159,Basketball,Georgia,0
Rumelhart,fsu.edu,Pau,50,59628,179,Travelling,Nicaragua,0
Tekampe,cas.cz,Mikhail,18,62386,157,Football,Indonesia,0
Aoreira,rice.edu,Tiejun,42,50604,174,Basketball,Uzbekistan,0
Knapik,whizbang.com,Luerbio,18,30599,155,Drawing,Guinea-Bissau,0
Bazzichi,labs.com,Kumkum,36,46952,167,Piano,Sweden,0
Besancenot,ac.uk,Anshu,48,41019,155,Skating,Switzerland,0
Orponnen,crossgain.com,Shelley,18,53539,172,Drums,Germany,0
Lohberger,fernuni-hagen.de,Camil,35,54103,169,Writing,Chile,0
Ebrahimi,baylor.edu,Petr,38,42786,168,Swimming,Sudan,0
Abels,uga.edu,Pino,29,47026,181,Drums,Tanzania,0
Papachristidis,forth.gr,Christipher,26,35874,171,Singing,Germany,0
Zingaretti,fsu.edu,Hafeda,18,54381,161,Drawing,Brunei,0
Middleburg,uni-muenster.de,Ramzan,29,45029,168,Reading,Benin,0
Demichelis,okcu.edu,Vecheslav,32,61701,163,Skating,East Timor,0
Terrat,newpaltz.edu,Ruurd,18,40527,182,Skating,Tuvalu,0
Vollaro,smu.edu,Harrie,18,51154,156,Piano,Venezuela,0
Raper,rwth-aachen.de,Melia,19,39482,155,Painting,Algeria,0
Krikelis,gatech.edu,Mayuko,46,53683,180,Swimming,Malawi,0
Cornelius,umb.edu,Horace,29,38947,168,Painting,Thailand,0
Montemayor,earthlink.net,Tsun,26,60438,174,Writing,Belarus,0
Krischer,broadquest.com,Yihua,46,53673,158,Football,Mozambique,0
Gehringer,unizh.ch,Junnosuke,18,68137,174,Writing,Monaco,0
Drenick,concentric.net,Loys,55,47008,168,Sculpting,Mozambique,0
